densidad,idx,solucion,tiempo,archivo
0.8,30,7,0.763883,new_3000_dataset/erdos_n3000_p0c0.8_30.graph
0.9,1,5,0.832613,new_3000_dataset/erdos_n3000_p0c0.9_1.graph
0.9,2,5,0.826887,new_3000_dataset/erdos_n3000_p0c0.9_2.graph
0.9,3,5,0.818695,new_3000_dataset/erdos_n3000_p0c0.9_3.graph
0.9,4,5,0.839917,new_3000_dataset/erdos_n3000_p0c0.9_4.graph
0.9,5,5,0.782255,new_3000_dataset/erdos_n3000_p0c0.9_5.graph
0.9,6,4,0.830536,new_3000_dataset/erdos_n3000_p0c0.9_6.graph
0.9,7,5,0.839796,new_3000_dataset/erdos_n3000_p0c0.9_7.graph
0.9,8,5,0.830443,new_3000_dataset/erdos_n3000_p0c0.9_8.graph
0.9,9,4,0.828877,new_3000_dataset/erdos_n3000_p0c0.9_9.graph
0.9,10,4,0.839702,new_3000_dataset/erdos_n3000_p0c0.9_10.graph
0.9,11,5,0.819778,new_3000_dataset/erdos_n3000_p0c0.9_11.graph
0.9,12,5,0.809488,new_3000_dataset/erdos_n3000_p0c0.9_12.graph
0.9,13,5,0.811632,new_3000_dataset/erdos_n3000_p0c0.9_13.graph
0.9,14,5,0.844713,new_3000_dataset/erdos_n3000_p0c0.9_14.graph
0.9,15,5,0.787355,new_3000_dataset/erdos_n3000_p0c0.9_15.graph
0.9,16,4,0.794965,new_3000_dataset/erdos_n3000_p0c0.9_16.graph
0.9,17,5,0.800852,new_3000_dataset/erdos_n3000_p0c0.9_17.graph
0.9,18,5,0.844252,new_3000_dataset/erdos_n3000_p0c0.9_18.graph
0.9,19,4,0.911138,new_3000_dataset/erdos_n3000_p0c0.9_19.graph
0.9,20,5,0.864329,new_3000_dataset/erdos_n3000_p0c0.9_20.graph
0.9,21,5,0.819605,new_3000_dataset/erdos_n3000_p0c0.9_21.graph
0.9,22,5,0.925681,new_3000_dataset/erdos_n3000_p0c0.9_22.graph
0.9,23,5,0.823125,new_3000_dataset/erdos_n3000_p0c0.9_23.graph
0.9,24,3,0.833247,new_3000_dataset/erdos_n3000_p0c0.9_24.graph
0.9,25,5,0.815144,new_3000_dataset/erdos_n3000_p0c0.9_25.graph
0.9,26,5,0.809651,new_3000_dataset/erdos_n3000_p0c0.9_26.graph
0.9,27,5,0.809553,new_3000_dataset/erdos_n3000_p0c0.9_27.graph
0.9,28,5,0.799321,new_3000_dataset/erdos_n3000_p0c0.9_28.graph
0.9,29,4,0.804882,new_3000_dataset/erdos_n3000_p0c0.9_29.graph
0.9,30,5,0.798289,new_3000_dataset/erdos_n3000_p0c0.9_30.graph
